comuna,familia,ruta,nombre,paginas,paginas_texto,paginas_escaneadas,veredicto,categoria,sirve,confianza,motivo,metodo,rutas_copias
huechuraba,2450_promulga_aprobacion_de_modificacion_n_4_al_plan_regulador_decreto_exento_n,Ordenanzas ordenadas\huechuraba_2450_promulga_aprobacion_de_modificacion_n_4_al_plan_regulador_decreto_exento_n___11.pdf,huechuraba_2450_promulga_aprobacion_de_modificacion_n_4_al_plan_regulador_decreto_exento_n___11.pdf,1,0,0,VACIO,MODIFICACION_PRC,SI,ALTA,"Nombre declara explicitamente 'promulga aprobacion de modificacion N4 al plan regulador', patron estandar de decreto de modificacion",NOMBRE,Ordenanzas Descargadas\1-600\huechuraba_2450_promulga_aprobacion_de_modificacion_n_4_al_plan_regulador_decreto_exento_n___11.pdf | Ordenanzas ordenadas\huechuraba_2450_promulga_aprobacion_de_modificacion_n_4_al_plan_regulador_decreto_exento_n___11.pdf | descargas\huechuraba\diario_oficial\2450_promulga_aprobacion_de_modificacion_n_4_al_plan_regulador_decreto_exento_n___11.pdf
huechuraba,511_aprueba_modificacion_n_2_al_plan_regulador_comunal_de_huechuraba,Ordenanzas ordenadas\huechuraba_511_aprueba_modificacion_n_2_al_plan_regulador_comunal_de_huechuraba__4.pdf,huechuraba_511_aprueba_modificacion_n_2_al_plan_regulador_comunal_de_huechuraba__4.pdf,8,0,6,ESCANEADO,MODIFICACION_PRC,SI,ALTA,Nombre declara explicitamente 'aprueba modificacion N2 al plan regulador comunal de Huechuraba',NOMBRE,Ordenanzas Descargadas\1-600\huechuraba_511_aprueba_modificacion_n_2_al_plan_regulador_comunal_de_huechuraba__4.pdf | Ordenanzas ordenadas\huechuraba_511_aprueba_modificacion_n_2_al_plan_regulador_comunal_de_huechuraba__4.pdf | descargas\huechuraba\diario_oficial\511_aprueba_modificacion_n_2_al_plan_regulador_comunal_de_huechuraba__4.pdf
independencia,179_aprueba_ordenanza_local_plan_regulador_comunal_de_independencia,Ordenanzas ordenadas\independencia_179_aprueba_ordenanza_local_plan_regulador_comunal_de_independencia__prc14.pdf,independencia_179_aprueba_ordenanza_local_plan_regulador_comunal_de_independencia__prc14.pdf,34,0,34,ESCANEADO,ORDENANZA_PRC,SI,ALTA,Nombre declara 'aprueba ordenanza local plan regulador comunal de Independencia'; 34 paginas es consistente con ordenanza completa,NOMBRE,Ordenanzas Descargadas\1-600\independencia_179_aprueba_ordenanza_local_plan_regulador_comunal_de_independencia__prc14.pdf | Ordenanzas ordenadas\independencia_179_aprueba_ordenanza_local_plan_regulador_comunal_de_independencia__prc14.pdf | descargas\independencia\diario_oficial\179_aprueba_ordenanza_local_plan_regulador_comunal_de_independencia__prc14.pdf
iquique,11_promulgase_la_modificacion_al_plan_regulador_de_la_comuna_de_iquique_secciona,Ordenanzas ordenadas\OCR ok\iquique_11_promulgase_la_modificacion_al_plan_regulador_de_la_comuna_de_iquique_secciona__Exportar.pdf,iquique_11_promulgase_la_modificacion_al_plan_regulador_de_la_comuna_de_iquique_secciona__Exportar.pdf,3,2,0,TEXTO,MODIFICACION_PRC,SI,ALTA,"Texto confirma Resolucion 11/1997 que aprueba modificacion al Plan Regulador de Iquique y su Seccional Sur; senales normativas presentes (agrupamiento, zonificacion, usos de suelo)",TEXTO,Ordenanzas Descargadas\1-600\iquique_11_promulgase_la_modificacion_al_plan_regulador_de_la_comuna_de_iquique_secciona__Exportar.pdf | Ordenanzas ordenadas\OCR ok\iquique_11_promulgase_la_modificacion_al_plan_regulador_de_la_comuna_de_iquique_secciona__Exportar.pdf | descargas\iquique\diario_oficial\11_promulgase_la_modificacion_al_plan_regulador_de_la_comuna_de_iquique_secciona__Exportar.pdf
iquique,184_decreto_alcaldicio_numero_184_de_2025_deroga_plan_regulador_comunal_de_iquiq,Ordenanzas ordenadas\OCR ok\iquique_184_decreto_alcaldicio_numero_184_de_2025_deroga_plan_regulador_comunal_de_iquiq__plan regulador iquique diario oficial.pdf,iquique_184_decreto_alcaldicio_numero_184_de_2025_deroga_plan_regulador_comunal_de_iquiq__plan regulador iquique diario oficial.pdf,102,102,0,TEXTO,ORDENANZA_PRC,SI,ALTA,"Texto confirma que el decreto deroga el PRC de 1981 y PROMULGA el nuevo Plan Regulador Comunal de Iquique completo (102 paginas): es el documento maestro vigente, contradice la sugerencia de regex que lo marco INDETERMINADO",TEXTO,Ordenanzas Descargadas\1-600\iquique_184_decreto_alcaldicio_numero_184_de_2025_deroga_plan_regulador_comunal_de_iquiq__plan regulador iquique diario oficial.pdf | Ordenanzas ordenadas\OCR ok\iquique_184_decreto_alcaldicio_numero_184_de_2025_deroga_plan_regulador_comunal_de_iquiq__plan regulador iquique diario oficial.pdf | descargas\iquique\diario_oficial\184_decreto_alcaldicio_numero_184_de_2025_deroga_plan_regulador_comunal_de_iquiq__plan regulador iquique diario oficial.pdf
iquique,264_aprueba_proyecto_de_modificacion_del_plan_regulador_de_la_comuna_de_iquique,Ordenanzas ordenadas\OCR ok\iquique_264_aprueba_proyecto_de_modificacion_del_plan_regulador_de_la_comuna_de_iquique__Exportar.pdf,iquique_264_aprueba_proyecto_de_modificacion_del_plan_regulador_de_la_comuna_de_iquique__Exportar.pdf,12,12,0,TEXTO,MODIFICACION_PRC,SI,ALTA,"Texto confirma 'Decreto 264 aprueba proyecto de modificacion del Plan Regulador de Iquique'; alto puntaje normativo (constructibilidad, ocupacion suelo, predial minima, altura, agrupamiento, etc.)",TEXTO,Ordenanzas Descargadas\1-600\iquique_264_aprueba_proyecto_de_modificacion_del_plan_regulador_de_la_comuna_de_iquique__Exportar.pdf | Ordenanzas ordenadas\OCR ok\iquique_264_aprueba_proyecto_de_modificacion_del_plan_regulador_de_la_comuna_de_iquique__Exportar.pdf | descargas\iquique\diario_oficial\264_aprueba_proyecto_de_modificacion_del_plan_regulador_de_la_comuna_de_iquique__Exportar.pdf
iquique,279_promulga_enmienda_al_plan_regulador_de_la_comuna_de_iquique,Ordenanzas ordenadas\OCR ok\iquique_279_promulga_enmienda_al_plan_regulador_de_la_comuna_de_iquique__Exportar.pdf,iquique_279_promulga_enmienda_al_plan_regulador_de_la_comuna_de_iquique__Exportar.pdf,20,20,0,TEXTO,ENMIENDA_PRC,SI,ALTA,"Texto confirma 'Decreto 279 promulga enmienda al Plan Regulador de Iquique, Seccional Sur, Borde Costero'; multiples senales normativas presentes",TEXTO,Ordenanzas Descargadas\1-600\iquique_279_promulga_enmienda_al_plan_regulador_de_la_comuna_de_iquique__Exportar.pdf | Ordenanzas ordenadas\OCR ok\iquique_279_promulga_enmienda_al_plan_regulador_de_la_comuna_de_iquique__Exportar.pdf | descargas\iquique\diario_oficial\279_promulga_enmienda_al_plan_regulador_de_la_comuna_de_iquique__Exportar.pdf
iquique,935_aprueba_modificacion_de_ordenanza_local_del_plan_regulador_comunal_de_iquiqu,Ordenanzas ordenadas\OCR ok\iquique_935_aprueba_modificacion_de_ordenanza_local_del_plan_regulador_comunal_de_iquiqu__Exportar.pdf,iquique_935_aprueba_modificacion_de_ordenanza_local_del_plan_regulador_comunal_de_iquiqu__Exportar.pdf,1,1,0,TEXTO,MODIFICACION_PRC,SI,ALTA,"Texto muestra que el decreto sustituye un valor puntual del articulo 23 (subsector D-3) de la ordenanza local (50 m2 por 100 m2): es una modificacion acotada, no la ordenanza completa; se corrige la categoria ORDENANZA_PRC sugerida por regex",TEXTO,Ordenanzas Descargadas\1-600\iquique_935_aprueba_modificacion_de_ordenanza_local_del_plan_regulador_comunal_de_iquiqu__Exportar.pdf | Ordenanzas ordenadas\OCR ok\iquique_935_aprueba_modificacion_de_ordenanza_local_del_plan_regulador_comunal_de_iquiqu__Exportar.pdf | descargas\iquique\diario_oficial\935_aprueba_modificacion_de_ordenanza_local_del_plan_regulador_comunal_de_iquiqu__Exportar.pdf
iquique,ordenanza_apruebese_la_enmienda_n_2_al_plan_regulador_comunal_de_iquique_no_vige,Ordenanzas ordenadas\iquique_ordenanza_apruebese_la_enmienda_n_2_al_plan_regulador_comunal_de_iquique_no_vige__ordenanza 532.pdf,iquique_ordenanza_apruebese_la_enmienda_n_2_al_plan_regulador_comunal_de_iquique_no_vige__ordenanza 532.pdf,11,0,11,ESCANEADO,ENMIENDA_PRC,SI,ALTA,"Nombre declara explicitamente 'apruebese la enmienda N2 al plan regulador comunal de Iquique' (texto truncado al final, no afecta la lectura del patron)",NOMBRE,Ordenanzas Descargadas\1-600\iquique_ordenanza_apruebese_la_enmienda_n_2_al_plan_regulador_comunal_de_iquique_no_vige__ordenanza 532.pdf | Ordenanzas ordenadas\iquique_ordenanza_apruebese_la_enmienda_n_2_al_plan_regulador_comunal_de_iquique_no_vige__ordenanza 532.pdf | descargas\iquique\ordenanzas_vigentes\ordenanza_apruebese_la_enmienda_n_2_al_plan_regulador_comunal_de_iquique_no_vige__ordenanza 532.pdf
iquique,ordenanza_apruebese_las_siguientes_enmiendas_al_plan_regulador_comunal_de_iquiqu,Ordenanzas ordenadas\iquique_ordenanza_apruebese_las_siguientes_enmiendas_al_plan_regulador_comunal_de_iquiqu__OM330.pdf,iquique_ordenanza_apruebese_las_siguientes_enmiendas_al_plan_regulador_comunal_de_iquiqu__OM330.pdf,2,0,2,ESCANEADO,ENMIENDA_PRC,SI,ALTA,Nombre declara 'apruebense las siguientes enmiendas al plan regulador comunal de Iquique',NOMBRE,Ordenanzas Descargadas\1-600\iquique_ordenanza_apruebese_las_siguientes_enmiendas_al_plan_regulador_comunal_de_iquiqu__OM330.pdf | Ordenanzas ordenadas\iquique_ordenanza_apruebese_las_siguientes_enmiendas_al_plan_regulador_comunal_de_iquiqu__OM330.pdf | descargas\iquique\ordenanzas_vigentes\ordenanza_apruebese_las_siguientes_enmiendas_al_plan_regulador_comunal_de_iquiqu__OM330.pdf
iquique,ordenanza_modifiquese_plan_regulador_comuna_de_iquique_centro_urbano_playa_lobit,Ordenanzas ordenadas\iquique_ordenanza_modifiquese_plan_regulador_comuna_de_iquique_centro_urbano_playa_lobit__OM376.pdf,iquique_ordenanza_modifiquese_plan_regulador_comuna_de_iquique_centro_urbano_playa_lobit__OM376.pdf,2,0,2,ESCANEADO,MODIFICACION_PRC,SI,ALTA,"Nombre usa el verbo imperativo tipico de decreto modificatorio 'modifiquese plan regulador comuna de Iquique, centro urbano Playa Lobito'; se corrige la sugerencia de regex (INDETERMINADO) porque el patron 'modifiquese' es inequivoco",NOMBRE,Ordenanzas Descargadas\1-600\iquique_ordenanza_modifiquese_plan_regulador_comuna_de_iquique_centro_urbano_playa_lobit__OM376.pdf | Ordenanzas ordenadas\iquique_ordenanza_modifiquese_plan_regulador_comuna_de_iquique_centro_urbano_playa_lobit__OM376.pdf | descargas\iquique\ordenanzas_vigentes\ordenanza_modifiquese_plan_regulador_comuna_de_iquique_centro_urbano_playa_lobit__OM376.pdf
la_cisterna,41992_aprueba_enmienda_n1_al_plan_regulador_comunal_de_la_cisterna,Ordenanzas ordenadas\OCR ok\la_cisterna_41992_aprueba_enmienda_n1_al_plan_regulador_comunal_de_la_cisterna__DOEnmiendaPRC.pdf,la_cisterna_41992_aprueba_enmienda_n1_al_plan_regulador_comunal_de_la_cisterna__DOEnmiendaPRC.pdf,2,2,0,TEXTO,ENMIENDA_PRC,SI,ALTA,Texto del Diario Oficial confirma 'Aprueba Enmienda N1 al Plan Regulador Comunal de La Cisterna' (decreto 820),TEXTO,Ordenanzas Descargadas\1-600\la_cisterna_41992_aprueba_enmienda_n1_al_plan_regulador_comunal_de_la_cisterna__DOEnmiendaPRC.pdf | Ordenanzas ordenadas\OCR ok\la_cisterna_41992_aprueba_enmienda_n1_al_plan_regulador_comunal_de_la_cisterna__DOEnmiendaPRC.pdf | descargas\la_cisterna\diario_oficial\41992_aprueba_enmienda_n1_al_plan_regulador_comunal_de_la_cisterna__DOEnmiendaPRC.pdf
la_cisterna,4480_asigna_normas_urbanisticas_y_uso_de_suelo_plan_regulador,Ordenanzas ordenadas\OCR ok\la_cisterna_4480_asigna_normas_urbanisticas_y_uso_de_suelo_plan_regulador__Exportar.pdf,la_cisterna_4480_asigna_normas_urbanisticas_y_uso_de_suelo_plan_regulador__Exportar.pdf,4,3,1,MIXTO,MODIFICACION_PRC,SI,ALTA,"Texto extraido (4 paginas) confirma decreto 4480 que asigna normas urbanisticas, de edificacion y usos de suelo a predios de vias colectoras/locales liberados de declaratoria de utilidad publica caducada (Art.59 LGUC), con tabla de asignacion por predio (tabla no capturada por OCR, trampa MIXTO); trae normas para zonas especificas, se corrige de ORDENANZA_PRC a MODIFICACION_PRC",TEXTO,Ordenanzas Descargadas\1-600\la_cisterna_4480_asigna_normas_urbanisticas_y_uso_de_suelo_plan_regulador__Exportar.pdf | Ordenanzas ordenadas\OCR ok\la_cisterna_4480_asigna_normas_urbanisticas_y_uso_de_suelo_plan_regulador__Exportar.pdf | descargas\la_cisterna\diario_oficial\4480_asigna_normas_urbanisticas_y_uso_de_suelo_plan_regulador__Exportar.pdf
la_cisterna,decreto_3467_apruebase_modificacion_plan_regulador_de_la_cisterna,Ordenanzas ordenadas\la_cisterna_decreto_3467_apruebase_modificacion_plan_regulador_de_la_cisterna__DEC3467.pdf,la_cisterna_decreto_3467_apruebase_modificacion_plan_regulador_de_la_cisterna__DEC3467.pdf,11,0,11,ESCANEADO,MODIFICACION_PRC,SI,ALTA,Nombre declara 'apruebase modificacion plan regulador de La Cisterna' (decreto 3467),NOMBRE,Ordenanzas Descargadas\1-600\la_cisterna_decreto_3467_apruebase_modificacion_plan_regulador_de_la_cisterna__DEC3467.pdf | Ordenanzas ordenadas\la_cisterna_decreto_3467_apruebase_modificacion_plan_regulador_de_la_cisterna__DEC3467.pdf | descargas\la_cisterna\busqueda_global\decreto_3467_apruebase_modificacion_plan_regulador_de_la_cisterna__DEC3467.pdf
la_cisterna,decreto_3467_promulgese_aprobacion_de_la_modificacion_n01_del_plan_regulador_com,Ordenanzas ordenadas\la_cisterna_decreto_3467_promulgese_aprobacion_de_la_modificacion_n01_del_plan_regulador_com__DEC3467.pdf,la_cisterna_decreto_3467_promulgese_aprobacion_de_la_modificacion_n01_del_plan_regulador_com__DEC3467.pdf,11,0,11,ESCANEADO,MODIFICACION_PRC,SI,ALTA,"Mismo decreto 3467 que d1066 ('promulguese aprobacion de la modificacion N01 del plan regulador'), copia escaneada distinta del mismo acto normativo",NOMBRE,Ordenanzas Descargadas\1-600\la_cisterna_decreto_3467_promulgese_aprobacion_de_la_modificacion_n01_del_plan_regulador_com__DEC3467.pdf | Ordenanzas ordenadas\la_cisterna_decreto_3467_promulgese_aprobacion_de_la_modificacion_n01_del_plan_regulador_com__DEC3467.pdf | descargas\la_cisterna\busqueda_global\decreto_3467_promulgese_aprobacion_de_la_modificacion_n01_del_plan_regulador_com__DEC3467.pdf
la_cisterna,decreto_820_aprueba_enmienda_plan_regulador,Ordenanzas ordenadas\la_cisterna_decreto_820_aprueba_enmienda_plan_regulador__DEC820.pdf,la_cisterna_decreto_820_aprueba_enmienda_plan_regulador__DEC820.pdf,1,0,1,ESCANEADO,ENMIENDA_PRC,SI,ALTA,"Decreto 820 'aprueba enmienda plan regulador'; corresponde al mismo decreto alcaldicio N820 citado en el texto de d0640 (Enmienda N1 La Cisterna), version escaneada",NOMBRE,Ordenanzas Descargadas\1-600\la_cisterna_decreto_820_aprueba_enmienda_plan_regulador__DEC820.pdf | Ordenanzas ordenadas\la_cisterna_decreto_820_aprueba_enmienda_plan_regulador__DEC820.pdf | descargas\la_cisterna\busqueda_global\decreto_820_aprueba_enmienda_plan_regulador__DEC820.pdf
la_estrella,243_aprueba_plan_regulador_y_ordenanza_local_del_plan_regulador_de_la_comuna_de,Ordenanzas ordenadas\OCR ok\la_estrella_243_aprueba_plan_regulador_y_ordenanza_local_del_plan_regulador_de_la_comuna_de___Exportar.pdf,la_estrella_243_aprueba_plan_regulador_y_ordenanza_local_del_plan_regulador_de_la_comuna_de___Exportar.pdf,14,11,3,MIXTO,ORDENANZA_PRC,SI,ALTA,"Texto confirma 'Decreto 243 aprueba Plan Regulador y Ordenanza Local del Plan Regulador de la comuna de La Estrella'; documento maestro con multiples senales normativas (predial minima, agrupamiento, zonificacion, usos de suelo, limite urbano)",TEXTO,Ordenanzas Descargadas\1-600\la_estrella_243_aprueba_plan_regulador_y_ordenanza_local_del_plan_regulador_de_la_comuna_de___Exportar.pdf | Ordenanzas ordenadas\OCR ok\la_estrella_243_aprueba_plan_regulador_y_ordenanza_local_del_plan_regulador_de_la_comuna_de___Exportar.pdf | descargas\la_estrella\diario_oficial\243_aprueba_plan_regulador_y_ordenanza_local_del_plan_regulador_de_la_comuna_de___Exportar.pdf
la_florida,112_complementa_decreto_exento_2514_de_fecha_20_de_enero_de_2016_que_promulga_la,Ordenanzas Descargadas\1-600\la_florida_112_complementa_decreto_exento_2514_de_fecha_20_de_enero_de_2016_que_promulga_la__PUBLICACION_DIARIO_OFICIAL_DECRETO_EXENTO_112.pdf,la_florida_112_complementa_decreto_exento_2514_de_fecha_20_de_enero_de_2016_que_promulga_la__PUBLICACION_DIARIO_OFICIAL_DECRETO_EXENTO_112.pdf,2,2,0,TEXTO,ENMIENDA_PRC,SI,ALTA,complementa decreto 3514 (Enmienda 11): texto completo confirma que agrega una norma real faltante (Densidad Bruta Maxima 156 viv/ha en zona E-AM2),TEXTO,Ordenanzas Descargadas\1-600\la_florida_112_complementa_decreto_exento_2514_de_fecha_20_de_enero_de_2016_que_promulga_la__PUBLICACION_DIARIO_OFICIAL_DECRETO_EXENTO_112.pdf | descargas\la_florida\diario_oficial\112_complementa_decreto_exento_2514_de_fecha_20_de_enero_de_2016_que_promulga_la__PUBLICACION_DIARIO_OFICIAL_DECRETO_EXENTO_112.pdf
la_florida,1301_enmienda_al_plan_regulador_comunal_zona_esp_2_terreno_hospital_de_la_florid,Ordenanzas ordenadas\OCR ok\la_florida_1301_enmienda_al_plan_regulador_comunal_zona_esp_2_terreno_hospital_de_la_florid__Exportar.pdf,la_florida_1301_enmienda_al_plan_regulador_comunal_zona_esp_2_terreno_hospital_de_la_florid__Exportar.pdf,3,3,0,TEXTO,ENMIENDA_PRC,SI,ALTA,"nombre y texto declaran enmienda al PRC para zona ESP-2 terreno hospital, con senales de altura y constructibilidad",NOMBRE,Ordenanzas Descargadas\1-600\la_florida_1301_enmienda_al_plan_regulador_comunal_zona_esp_2_terreno_hospital_de_la_florid__Exportar.pdf | Ordenanzas ordenadas\OCR ok\la_florida_1301_enmienda_al_plan_regulador_comunal_zona_esp_2_terreno_hospital_de_la_florid__Exportar.pdf | descargas\la_florida\diario_oficial\1301_enmienda_al_plan_regulador_comunal_zona_esp_2_terreno_hospital_de_la_florid__Exportar.pdf
la_florida,1747_promulga_enmienda_n10_al_plan_regulador_vigente_zona_eaa_1,Ordenanzas ordenadas\la_florida_1747_promulga_enmienda_n10_al_plan_regulador_vigente_zona_eaa_1__Enmienda_NNro_10_al_PRC.pdf,la_florida_1747_promulga_enmienda_n10_al_plan_regulador_vigente_zona_eaa_1__Enmienda_NNro_10_al_PRC.pdf,2,0,2,ESCANEADO,ENMIENDA_PRC,SI,ALTA,"Contiene la promulgación de una enmienda al PRC con tabla de parámetros urbanísticos específicos (antejardín, distancia a medianeros) para la Zona ZAA-1.",VISUAL,Ordenanzas Descargadas\1-600\la_florida_1747_promulga_enmienda_n10_al_plan_regulador_vigente_zona_eaa_1__Enmienda_NNro_10_al_PRC.pdf | Ordenanzas ordenadas\la_florida_1747_promulga_enmienda_n10_al_plan_regulador_vigente_zona_eaa_1__Enmienda_NNro_10_al_PRC.pdf | descargas\la_florida\diario_oficial\1747_promulga_enmienda_n10_al_plan_regulador_vigente_zona_eaa_1__Enmienda_NNro_10_al_PRC.pdf
la_florida,31_aprueba_modificacion_del_plan_regulador_comunal_de_la_florida_sector_manzana,Ordenanzas ordenadas\OCR ok\la_florida_31_aprueba_modificacion_del_plan_regulador_comunal_de_la_florida_sector_manzana___Exportar.pdf,la_florida_31_aprueba_modificacion_del_plan_regulador_comunal_de_la_florida_sector_manzana___Exportar.pdf,4,4,0,TEXTO,MODIFICACION_PRC,SI,ALTA,aprueba modificacion del PRC sector Manzana Civica con articulado y usos de suelo,NOMBRE,Ordenanzas Descargadas\1-600\la_florida_31_aprueba_modificacion_del_plan_regulador_comunal_de_la_florida_sector_manzana___Exportar.pdf | Ordenanzas ordenadas\OCR ok\la_florida_31_aprueba_modificacion_del_plan_regulador_comunal_de_la_florida_sector_manzana___Exportar.pdf | descargas\la_florida\diario_oficial\31_aprueba_modificacion_del_plan_regulador_comunal_de_la_florida_sector_manzana___Exportar.pdf
la_florida,3514_promulgase_la_enmienda_al_plan_regulador_comunal_sector_comprendido_por_el,Ordenanzas ordenadas\OCR ok\la_florida_3514_promulgase_la_enmienda_al_plan_regulador_comunal_sector_comprendido_por_el___PUBLICACION_DIARIO_OFICIAL_DECRETO_EXENTO_3514.pdf,la_florida_3514_promulgase_la_enmienda_al_plan_regulador_comunal_sector_comprendido_por_el___PUBLICACION_DIARIO_OFICIAL_DECRETO_EXENTO_3514.pdf,2,2,0,TEXTO,ENMIENDA_PRC,SI,ALTA,"decreto 3514 que promulga la Enmienda N11 al PRC, con tabla de constructibilidad, agrupamiento y antejardin",NOMBRE,Ordenanzas Descargadas\1-600\la_florida_3514_promulgase_la_enmienda_al_plan_regulador_comunal_sector_comprendido_por_el___PUBLICACION_DIARIO_OFICIAL_DECRETO_EXENTO_3514.pdf | Ordenanzas ordenadas\OCR ok\la_florida_3514_promulgase_la_enmienda_al_plan_regulador_comunal_sector_comprendido_por_el___PUBLICACION_DIARIO_OFICIAL_DECRETO_EXENTO_3514.pdf | descargas\la_florida\diario_oficial\3514_promulgase_la_enmienda_al_plan_regulador_comunal_sector_comprendido_por_el___PUBLICACION_DIARIO_OFICIAL_DECRETO_EXENTO_3514.pdf
la_florida,374_asigna_nuevas_normas_urbanisticas_de_acuerdo_al_plan_regulador_comunal,Ordenanzas Descargadas\1-600\la_florida_374_asigna_nuevas_normas_urbanisticas_de_acuerdo_al_plan_regulador_comunal__Exportar.pdf,la_florida_374_asigna_nuevas_normas_urbanisticas_de_acuerdo_al_plan_regulador_comunal__Exportar.pdf,3,2,1,MIXTO,MODIFICACION_PRC,SI,ALTA,"El decreto asigna/fija nuevas normas urbanísticas a predios específicos (cuya declaratoria de utilidad pública caducó) conforme al PRC vigente de La Florida, en virtud del art. 59 de la LGUC, remitiendo a una 'tabla de asignación de normas urbanísticas' (no visible en las páginas capturadas, pero el texto del acto es explícitamente normativo, y una nota indica que fue posteriormente modificada por Decreto 2792 Exento de 2012).",VISUAL,Ordenanzas Descargadas\1-600\la_florida_374_asigna_nuevas_normas_urbanisticas_de_acuerdo_al_plan_regulador_comunal__Exportar.pdf | descargas\la_florida\diario_oficial\374_asigna_nuevas_normas_urbanisticas_de_acuerdo_al_plan_regulador_comunal__Exportar.pdf
la_florida,393_enmiendas_al_plan_regulador_comunal,Ordenanzas ordenadas\OCR ok\la_florida_393_enmiendas_al_plan_regulador_comunal__Exportar.pdf,la_florida_393_enmiendas_al_plan_regulador_comunal__Exportar.pdf,5,5,0,TEXTO,ENMIENDA_PRC,SI,ALTA,"texto resolutivo de enmiendas al PRC con abundantes senales normativas (constructibilidad, ocupacion suelo, predial minima, agrupamiento)",NOMBRE,Ordenanzas Descargadas\1-600\la_florida_393_enmiendas_al_plan_regulador_comunal__Exportar.pdf | Ordenanzas ordenadas\OCR ok\la_florida_393_enmiendas_al_plan_regulador_comunal__Exportar.pdf | descargas\la_florida\diario_oficial\393_enmiendas_al_plan_regulador_comunal__Exportar.pdf
la_florida,430_modificacion_al_plan_regulador_comunal_sector_centro_y_poligonos_a_b_c_d_y_e,Ordenanzas ordenadas\OCR ok\la_florida_430_modificacion_al_plan_regulador_comunal_sector_centro_y_poligonos_a_b_c_d_y_e__Exportar.pdf,la_florida_430_modificacion_al_plan_regulador_comunal_sector_centro_y_poligonos_a_b_c_d_y_e__Exportar.pdf,39,39,0,TEXTO,MODIFICACION_PRC,SI,ALTA,"decreto que modifica el PRC sector Centro y poligonos A-E, con usos de suelo y articulado",NOMBRE,Ordenanzas Descargadas\1-600\la_florida_430_modificacion_al_plan_regulador_comunal_sector_centro_y_poligonos_a_b_c_d_y_e__Exportar.pdf | Ordenanzas ordenadas\OCR ok\la_florida_430_modificacion_al_plan_regulador_comunal_sector_centro_y_poligonos_a_b_c_d_y_e__Exportar.pdf | descargas\la_florida\diario_oficial\430_modificacion_al_plan_regulador_comunal_sector_centro_y_poligonos_a_b_c_d_y_e__Exportar.pdf
la_florida,461_promulgacion_de_modificacion_n9_del_plan_regulador_comunal_de_la_florida_apr,Ordenanzas ordenadas\OCR ok\la_florida_461_promulgacion_de_modificacion_n9_del_plan_regulador_comunal_de_la_florida_apr__Exportar.pdf,la_florida_461_promulgacion_de_modificacion_n9_del_plan_regulador_comunal_de_la_florida_apr__Exportar.pdf,11,9,0,TEXTO,MODIFICACION_PRC,SI,ALTA,"promulga Modificacion N9 del PRC de La Florida, con articulado y ordenanza local",NOMBRE,Ordenanzas Descargadas\1-600\la_florida_461_promulgacion_de_modificacion_n9_del_plan_regulador_comunal_de_la_florida_apr__Exportar.pdf | Ordenanzas ordenadas\OCR ok\la_florida_461_promulgacion_de_modificacion_n9_del_plan_regulador_comunal_de_la_florida_apr__Exportar.pdf | descargas\la_florida\diario_oficial\461_promulgacion_de_modificacion_n9_del_plan_regulador_comunal_de_la_florida_apr__Exportar.pdf
la_florida,47_plan_regulador_comunal_2001,Ordenanzas ordenadas\OCR ok\la_florida_47_plan_regulador_comunal_2001__Exportar.pdf,la_florida_47_plan_regulador_comunal_2001__Exportar.pdf,54,50,3,TEXTO,ORDENANZA_PRC,SI,ALTA,"Resolucion 47/2000 que establece el PRC vigente de La Florida, documento base de 54 paginas referenciado por todos los decretos posteriores de la comuna",TEXTO,Ordenanzas Descargadas\1-600\la_florida_47_plan_regulador_comunal_2001__Exportar.pdf | Ordenanzas ordenadas\OCR ok\la_florida_47_plan_regulador_comunal_2001__Exportar.pdf | descargas\la_florida\diario_oficial\47_plan_regulador_comunal_2001__Exportar.pdf
la_florida,4873_modificacion_al_plan_regulador_comunal_de_la_florida_no_6_zonas_erd_y_ajust,Ordenanzas ordenadas\OCR ok\la_florida_4873_modificacion_al_plan_regulador_comunal_de_la_florida_no_6_zonas_erd_y_ajust__Exportar.pdf,la_florida_4873_modificacion_al_plan_regulador_comunal_de_la_florida_no_6_zonas_erd_y_ajust__Exportar.pdf,4,4,0,TEXTO,MODIFICACION_PRC,SI,ALTA,modifica el PRC N6 zonas ERD y ajustes al articulo 15 de la ordenanza local,NOMBRE,Ordenanzas Descargadas\1-600\la_florida_4873_modificacion_al_plan_regulador_comunal_de_la_florida_no_6_zonas_erd_y_ajust__Exportar.pdf | Ordenanzas ordenadas\OCR ok\la_florida_4873_modificacion_al_plan_regulador_comunal_de_la_florida_no_6_zonas_erd_y_ajust__Exportar.pdf | descargas\la_florida\diario_oficial\4873_modificacion_al_plan_regulador_comunal_de_la_florida_no_6_zonas_erd_y_ajust__Exportar.pdf
